n_ticket;date;heure;magasin;vendeur;client;produit;categorie;quantite;prix_unitaire_ht;remise;montant_ht;montant_ttc
T05-250802-099187;2025-08-02;17:43;Magasin 5 — Kaya Marché;Adama Bationo;13354;Panneau contreplaqué 15 mm — réf 2;Bois & panneaux;6;18775;0.04;108144;127610
T05-250802-099188;2025-08-02;16:42;Magasin 5 — Kaya Marché;Salamatu Sankara;23479;Vernis marin 1 L — réf 1;Peinture;6;5675;0.0;34050;40179
T05-250802-099188;2025-08-02;07:53;Magasin 5 — Kaya Marché;Adama Bationo;21535;Brouette 90 L — réf 1;Consommables;10;5000;0.0;50000;59000
T05-250802-099189;2025-08-02;11:02;Magasin 5 — Kaya Marché;Salamatu Sankara;12218;Chaux aérienne 25 kg — réf 1;Matériaux;5;5100;0.0;25500;30090
T05-250802-099189;2025-08-02;14:26;Magasin 5 — Kaya Marché;Adama Bationo;23312;Régulateur de charge 10 A — réf 1;Electricité;1;21300;0.04;20448;24129
T05-250901-101911;2025-09-01;17:44;Magasin 5 — Kaya Marché;Moussa Ilboudo;7317;Pavé autobloquant — réf 1;Matériaux;12;1175;0.0;14100;16638
T05-250901-101911;2025-09-01;18:54;Magasin 5 — Kaya Marché;Boureima Ouédraogo;5898;Meuleuse 125 mm — réf 1;Quincaillerie;1;7625;0.0;7625;8997
T05-250901-101911;2025-09-01;09:58;Magasin 5 — Kaya Marché;Moussa Ilboudo;13989;Meuleuse 125 mm — réf 1;Quincaillerie;1;7475;0.04;7176;8468
T05-250901-101912;2025-09-01;16:42;Magasin 5 — Kaya Marché;Adama Bationo;0;Perforateur 800 W — réf 2;Quincaillerie;4;5675;0.0;22700;26786
T05-250901-101912;2025-09-01;10:21;Magasin 5 — Kaya Marché;Salamatu Sankara;557;Gants anti-coupure (paire) — réf 1;Consommables;1;8800;0.0;8800;10384
T05-250901-101912;2025-09-01;15:44;Magasin 5 — Kaya Marché;Boureima Ouédraogo;10696;Mètre ruban 5 m — réf 1;Quincaillerie;1;7525;0.08;6923;8169
T05-250901-101913;2025-09-01;15:25;Magasin 5 — Kaya Marché;Salamatu Sankara;0;Pelle carrée — réf 1;Consommables;3;9325;0.0;27975;33011
T05-250901-101913;2025-09-01;14:02;Magasin 5 — Kaya Marché;Adama Bationo;0;Pointe 100 mm (kg) — réf 1;Quincaillerie;2;2550;0.0;5100;6018
T05-250901-101913;2025-09-01;15:09;Magasin 5 — Kaya Marché;Moussa Ilboudo;1056;Douche de toilettes — réf 1;Plomberie;2;30925;0.0;61850;72983
T05-250901-101914;2025-09-01;10:06;Magasin 5 — Kaya Marché;Adama Bationo;0;Ciment CPJ45 50 kg — réf 2;Matériaux;2;6675;0.0;13350;15753
T05-250901-101914;2025-09-01;13:08;Magasin 5 — Kaya Marché;Salamatu Sankara;18698;Brouette en kit — réf 1;Consommables;5;9100;0.0;45500;53690
T05-250901-101914;2025-09-01;07:24;Magasin 5 — Kaya Marché;Adama Bationo;16822;Lampe torche rechargeable — réf 1;Electricité;20;20350;0.04;390720;461050
T05-250901-101915;2025-09-01;13:14;Magasin 5 — Kaya Marché;Adama Bationo;21039;Casque de chantier — réf 1;Consommables;6;8375;0.0;50250;59295
T05-250901-101915;2025-09-01;15:56;Magasin 5 — Kaya Marché;Salamatu Sankara;4285;Vis à bois 4x40 (boîte) — réf 1;Quincaillerie;31;1825;0.0;56575;66759
T05-250901-101915;2025-09-01;17:32;Magasin 5 — Kaya Marché;Moussa Ilboudo;18478;Ciment CPJ35 50 kg — réf 1;Matériaux;7;6000;0.04;40320;47578
T05-250901-101916;2025-09-01;14:22;Magasin 5 — Kaya Marché;Boureima Ouédraogo;8744;Brouette 90 L — réf 1;Consommables;4;5050;0.04;19392;22883
T05-250901-101916;2025-09-01;09:33;Magasin 5 — Kaya Marché;Moussa Ilboudo;0;Brouette 90 L — réf 1;Consommables;13;5200;0.0;67600;79768
T05-250901-101916;2025-09-01;14:49;Magasin 5 — Kaya Marché;Moussa Ilboudo;5480;Peinture glycéro 1 L — réf 1;Peinture;4;3175;0.0;12700;14986
T05-250901-101917;2025-09-01;14:45;Magasin 5 — Kaya Marché;Adama Bationo;5882;Marteau de menuisier — réf 2;Quincaillerie;6;8650;0.08;47748;56343
T05-250901-101917;2025-09-01;11:54;Magasin 5 — Kaya Marché;Boureima Ouédraogo;5046;Brique de terre cuite — réf 2;Matériaux;3;675;0.0;2025;2389
T05-250901-101917;2025-09-01;07:30;Magasin 5 — Kaya Marché;Salamatu Sankara;0;Ballon d'eau chaude 50 L — réf 2;Plomberie;7;36150;0.0;253050;298599
T05-250901-101918;2025-09-01;14:21;Magasin 5 — Kaya Marché;Moussa Ilboudo;0;Baguette de finition 2,4 m — réf 1;Bois & panneaux;5;10950;0.0;54750;64605
T05-250901-101918;2025-09-01;12:18;Magasin 5 — Kaya Marché;Boureima Ouédraogo;;Lavabo céramique — réf 2;Plomberie;1;39725;0.04;38136;45000
T05-250901-101918;2025-09-01;07:38;Magasin 5 — Kaya Marché;Salamatu Sankara;1635;Vis à bois 4x40 (boîte) — réf 1;Quincaillerie;-13;1750;0.04;-21840;-25771
T05-250901-101919;2025-09-01;10:04;Magasin 5 — Kaya Marché;Adama Bationo;1359;Meuleuse 125 mm — réf 2;Quincaillerie;8;5800;0.0;46400;54752
T05-250901-101919;2025-09-01;07:05;Magasin 5 — Kaya Marché;Moussa Ilboudo;0;Plâtre de construction 25 kg — réf 2;Matériaux;2;6000;0.0;12000;14160
T05-250901-101919;2025-09-01;17:51;Magasin 5 — Kaya Marché;Moussa Ilboudo;17387;Parpaing 15 aggloméré — réf 1;Matériaux;9;1500;0.0;13500;15930
T05-250901-101920;2025-09-01;18:24;Magasin 5 — Kaya Marché;Adama Bationo;21989;Té fonte 100 — réf 1;Plomberie;11;3125;0.08;31625;37317
T05-250901-101920;2025-09-01;13:53;Magasin 5 — Kaya Marché;Boureima Ouédraogo;0;Raccord laiton 20/27 — réf 1;Plomberie;3;4725;0.0;14175;16727
T05-250902-102024;2025-09-02;09:30;Magasin 5 — Kaya Marché;Boureima Ouédraogo;11109;Câble 2x1,5 (rouleau 100 m) — réf 1;Electricité;7;12400;0.04;83328;98327
T05-250902-102024;2025-09-02;09:30;Magasin 5 — Kaya Marché;Boureima Ouédraogo;1616;Enduit de lissage 20 kg — réf 1;Matériaux;3;7500;0.04;21600;25488
T05-250902-102024;2025-09-02;10:43;Magasin 5 — Kaya Marché;Moussa Ilboudo;14729;Écrou hexagonal 10 (sachet) — réf 1;Quincaillerie;4;1450;0.04;5568;6570
T05-250902-102025;2025-09-02;18:05;Magasin 5 — Kaya Marché;Salamatu Sankara;1462;Antirouille rouge brique 1 L — réf 1;Peinture;15;5000;0.0;75000;88500
T05-250902-102025;2025-09-02;11:35;Magasin 5 — Kaya Marché;Adama Bationo;9061;Batterie à décharge lente 120 Ah — réf 2;Electricité;2;19375;0.0;38750;45725
T05-250902-102026;2025-09-02;18:29;Magasin 5 — Kaya Marché;Adama Bationo;0;Lame de lambris 4 m — réf 2;Bois & panneaux;68;15325;0.0;1042100;1229678
T05-250902-102026;2025-09-02;08:00;Magasin 5 — Kaya Marché;Adama Bationo;4171;Tout-venant (m3) — réf 1;Matériaux;6;16100;0.0;96600;113988
T05-250902-102027;2025-09-02;15:08;Magasin 5 — Kaya Marché;Boureima Ouédraogo;13902;Tout-venant (m3) — réf 2;Matériaux;2;23150;0.0;46300;54634
T05-250902-102027;2025-09-02;12:52;Magasin 5 — Kaya Marché;Salamatu Sankara;261;Plaque de plâtre 13 mm — réf 2;Bois & panneaux;10;14125;0.0;141250;166675
T05-250902-102028;2025-09-02;18:44;Magasin 5 — Kaya Marché;Moussa Ilboudo;5090;Perforateur 800 W — réf 2;Quincaillerie;5;5725;0.04;27480;32426
T05-250902-102028;2025-09-02;14:02;Magasin 5 — Kaya Marché;Salamatu Sankara;14457;Ciment CPJ35 50 kg — réf 1;Matériaux;3;6325;0.04;18216;21495
T05-251001-105441;2025-10-01;07:38;Magasin 5 — Kaya Marché;Salamatu Sankara;4030;Carreau de pavement 40x40 — réf 1;Matériaux;12;1050;0.0;12600;14868
T05-251001-105442;2025-10-01;10:16;Magasin 5 — Kaya Marché;Moussa Ilboudo;4524;Douille E27 avec cordon — réf 1;Electricité;3;12075;0.0;36225;42745
T05-251001-105443;2025-10-01;09:59;Magasin 5 — Kaya Marché;Moussa Ilboudo;0;Tout-venant (m3) — réf 1;Matériaux;2;16075;0.0;32150;37937
T05-251001-105444;2025-10-01;17:22;Magasin 5 — Kaya Marché;Salamatu Sankara;7110;Chaux aérienne 25 kg — réf 1;Matériaux;11;5050;0.04;53328;62927
T05-251001-105445;2025-10-01;17:46;Magasin 5 — Kaya Marché;Salamatu Sankara;0;Vis à bois 4x40 (boîte) — réf 1;Quincaillerie;12;1825;0.0;21900;25842
T05-251001-105446;2025-10-01;15:58;Magasin 5 — Kaya Marché;Moussa Ilboudo;3818;Pelle carrée — réf 1;Consommables;6;9250;0.0;55500;65490
T05-251001-105447;2025-10-01;07:07;Magasin 5 — Kaya Marché;Salamatu Sankara;1357;Câble 3x2,5 (rouleau 100 m) — réf 1;Electricité;34;10975;0.0;373150;440317
T05-251001-105448;2025-10-01;09:32;Magasin 5 — Kaya Marché;Adama Bationo;0;Tout-venant (m3) — réf 1;Matériaux;2;15800;0.0;31600;37288
T05-251001-105449;2025-10-01;15:59;Magasin 5 — Kaya Marché;Adama Bationo;9530;Douille E27 avec cordon — réf 2;Electricité;4;18625;0.04;71520;84394
T05-251001-105450;2025-10-01;08:05;Magasin 5 — Kaya Marché;Boureima Ouédraogo;0;Bêche à manche bois — réf 1;Consommables;3;5175;0.0;15525;18319
T05-251001-105451;2025-10-01;08:35;Magasin 5 — Kaya Marché;Adama Bationo;5926;Niveau à bulle 600 mm — réf 1;Quincaillerie;6;9400;0.04;54144;63890
T05-251001-105452;2025-10-01;08:20;Magasin 5 — Kaya Marché;Adama Bationo;3800;Ballon d'eau chaude 50 L — réf 1;Plomberie;7;33225;0.0;232575;274439
T05-251001-105453;2025-10-01;13:09;Magasin 5 — Kaya Marché;Moussa Ilboudo;20810;Boulon HM 10x40 (boîte) — réf 1;Quincaillerie;14;2000;0.04;26880;31718
T05-251001-105454;2025-10-01;15:44;Magasin 5 — Kaya Marché;Boureima Ouédraogo;15037;Robinet mitigeur évier — réf 2;Plomberie;5;35475;0.08;163185;192558
T05-251001-105455;2025-10-01;11:41;Magasin 5 — Kaya Marché;Adama Bationo;19427;Sable de rivière (m3) — réf 2;Matériaux;2;26250;0.0;52500;61950
T05-251001-105456;2025-10-01;10:29;Magasin 5 — Kaya Marché;Adama Bationo;12000;Colle à carrelage 25 kg — réf 2;Matériaux;16;4325;0.0;69200;81656
T05-251001-105457;2025-10-01;14:42;Magasin 5 — Kaya Marché;Moussa Ilboudo;6445;Raccord laiton 20/27 — réf 1;Plomberie;1;4600;0.0;4600;5428
T05-251001-105458;2025-10-01;12:52;Magasin 5 — Kaya Marché;Boureima Ouédraogo;1508;Lame de lambris 4 m — réf 1;Bois & panneaux;4;10800;0.0;43200;50976
T05-251001-105459;2025-10-01;17:19;Magasin 5 — Kaya Marché;Salamatu Sankara;1472;Tournevis cruciforme PH2 — réf 2;Quincaillerie;1;6325;0.0;6325;7463
T05-251001-105460;2025-10-01;08:48;Magasin 5 — Kaya Marché;Moussa Ilboudo;8718;Perforateur 800 W — réf 1;Quincaillerie;4;8125;0.0;32500;38350
T05-251001-105461;2025-10-01;17:17;Magasin 5 — Kaya Marché;Boureima Ouédraogo;18776;Tube PER 16x2 (rouleau) — réf 2;Plomberie;15;3275;0.03;47651;56228
T05-251001-105462;2025-10-01;18:36;Magasin 5 — Kaya Marché;Moussa Ilboudo;21196;Lampe torche rechargeable — réf 2;Electricité;3;21400;0.04;61632;72726
T05-251001-105463;2025-10-01;08:34;Magasin 5 — Kaya Marché;Boureima Ouédraogo;23188;Té fonte 100 — réf 1;Plomberie;11;3225;0.04;34056;40186
T05-251001-105464;2025-10-01;13:51;Magasin 5 — Kaya Marché;Salamatu Sankara;21739;Pince coupante 200 mm — réf 2;Quincaillerie;4;10425;0.04;40032;47238
T05-251002-105561;2025-10-02;10:16;Magasin 5 — Kaya Marché;Salamatu Sankara;1796;Fil de fer recuit (kg) — réf 1;Quincaillerie;10;1625;0.04;15600;18408
T05-251002-105561;2025-10-02;18:31;Magasin 5 — Kaya Marché;Moussa Ilboudo;0;Colle à carrelage 25 kg — réf 2;Matériaux;7;4350;0.0;30450;35931
T05-251002-105561;2025-10-02;14:06;Magasin 5 — Kaya Marché;Boureima Ouédraogo;22897;Batterie à décharge lente 120 Ah — réf 2;Electricité;6;18950;0.0;113700;134166
T05-251002-105562;2025-10-02;09:18;Magasin 5 — Kaya Marché;Boureima Ouédraogo;3075;Câble 3x2,5 (rouleau 100 m) — réf 1;Electricité;1;11000;0.0;11000;12980
T05-251002-105562;2025-10-02;18:27;Magasin 5 — Kaya Marché;Moussa Ilboudo;12037;Antirouille rouge brique 1 L — réf 1;Peinture;18;5025;0.03;87736;103528
T05-251002-105562;2025-10-02;14:54;Magasin 5 — Kaya Marché;Moussa Ilboudo;0;Peinture acrylique blanc 10 L — réf 2;Peinture;8;6825;0.0;54600;64428
T05-251002-105563;2025-10-02;12:47;Magasin 5 — Kaya Marché;Boureima Ouédraogo;22509;Lampe torche rechargeable — réf 1;Electricité;2;20550;0.04;39456;46558
T05-251002-105563;2025-10-02;09:57;Magasin 5 — Kaya Marché;Moussa Ilboudo;1854;Pince coupante 200 mm — réf 1;Quincaillerie;2;5425;0.0;10850;12803
T05-251002-105563;2025-10-02;11:00;Magasin 5 — Kaya Marché;Adama Bationo;22901;Robinet mitigeur évier — réf 1;Plomberie;9;32600;0.04;281664;332364
T05-251002-105564;2025-10-02;13:43;Magasin 5 — Kaya Marché;Salamatu Sankara;16303;Pavé autobloquant — réf 2;Matériaux;7;700;0.0;4900;5782
T05-251002-105564;2025-10-02;17:04;Magasin 5 — Kaya Marché;Moussa Ilboudo;14290;Pelle carrée — réf 1;Consommables;1;9450;0.04;9072;10705
T05-251002-105564;2025-10-02;09:22;Magasin 5 — Kaya Marché;Boureima Ouédraogo;12577;Tout-venant (m3) — réf 1;Matériaux;2;15750;0.0;31500;37170
T05-251002-105565;2025-10-02;14:42;Magasin 5 — Kaya Marché;Adama Bationo;8926;Cheville nylon 8 mm (sachet) — réf 2;Quincaillerie;6;2125;0.04;12240;14443
T05-251002-105565;2025-10-02;08:31;Magasin 5 — Kaya Marché;Salamatu Sankara;0;Vis à bois 4x40 (boîte) — réf 2;Quincaillerie;2;1650;0.0;3300;3894
T05-251002-105565;2025-10-02;10:47;Magasin 5 — Kaya Marché;Moussa Ilboudo;19885;Tout-venant (m3) — réf 1;Matériaux;3;16400;0.04;47232;55734
T05-251002-105566;2025-10-02;08:55;Magasin 5 — Kaya Marché;Adama Bationo;0;Niveau à bulle 600 mm — réf 1;Quincaillerie;6;9075;0.0;54450;64251
T05-251101-109861;2025-11-01;13:03;Magasin 5 — Kaya Marché;Salamatu Sankara;12973;Pince coupante 200 mm — réf 2;Quincaillerie;23;10175;0.04;224664;265104
T05-251101-109861;2025-11-01;17:15;Magasin 5 — Kaya Marché;Moussa Ilboudo;0;Peinture acrylique blanc 10 L — réf 1;Peinture;7;4325;0.0;30275;35725
T05-251101-109861;2025-11-01;17:26;Magasin 5 — Kaya Marché;Salamatu Sankara;9495;Meuleuse 125 mm — réf 2;Quincaillerie;1;6000;0.0;6000;7080
T05-251101-109862;2025-11-01;18:37;Magasin 5 — Kaya Marché;Adama Bationo;16057;Tableau 18 modules — réf 2;Electricité;3;9075;0.0;27225;32125
T05-251101-109862;2025-11-01;12:19;Magasin 5 — Kaya Marché;Moussa Ilboudo;0;Échelle aluminium 4 marches — réf 2;Consommables;8;8600;0.0;68800;81184
T05-251101-109862;2025-11-01;08:30;Magasin 5 — Kaya Marché;Salamatu Sankara;8620;Ciment CPJ45 50 kg — réf 2;Matériaux;21;6350;0.0;133350;157353
T05-251101-109863;2025-11-01;13:59;Magasin 5 — Kaya Marché;Moussa Ilboudo;13950;Lampe torche rechargeable — réf 2;Electricité;2;20850;0.0;41700;49206
T05-251101-109863;2025-11-01;11:20;Magasin 5 — Kaya Marché;Salamatu Sankara;15812;Baguette de finition 2,4 m — réf 1;Bois & panneaux;1;11350;0.04;10896;12857
T05-251101-109863;2025-11-01;12:26;Magasin 5 — Kaya Marché;Boureima Ouédraogo;12915;Raccord laiton 20/27 — réf 1;Plomberie;6;4575;0.0;27450;32391
T05-251101-109864;2025-11-01;16:29;Magasin 5 — Kaya Marché;Adama Bationo;14299;Clé plate 13 — réf 2;Quincaillerie;13;10450;0.0;135850;160303
T05-251101-109864;2025-11-01;14:04;Magasin 5 — Kaya Marché;Salamatu Sankara;0;Tournevis cruciforme PH2 — réf 2;Quincaillerie;2;6225;0.0;12450;14691
T05-251101-109864;2025-11-01;18:51;Magasin 5 — Kaya Marché;Adama Bationo;13348;Antirouille rouge brique 1 L — réf 1;Peinture;3;5050;0.04;14544;17162
T05-251101-109865;2025-11-01;16:26;Magasin 5 — Kaya Marché;Adama Bationo;14936;Pavé autobloquant — réf 1;Matériaux;7;1125;0.04;7560;8921
T05-251101-109865;2025-11-01;10:51;Magasin 5 — Kaya Marché;Boureima Ouédraogo;18585;Tournevis cruciforme PH2 — réf 1;Quincaillerie;4;8050;0.0;32200;37996
T05-251101-109865;2025-11-01;10:18;Magasin 5 — Kaya Marché;Boureima Ouédraogo;21884;Ciment CPJ45 50 kg — réf 1;Matériaux;5;6175;0.04;29640;34975
T05-251101-109866;2025-11-01;09:13;Magasin 5 — Kaya Marché;Adama Bationo;0;Ciment CPJ45 50 kg — réf 1;Matériaux;6;5950;0.0;35700;42126
T05-251101-109866;2025-11-01;13:57;Magasin 5 — Kaya Marché;Boureima Ouédraogo;5725;Scie égoïne 500 mm — réf 2;Quincaillerie;8;10125;0.0;81000;95580
T05-251101-109866;2025-11-01;07:14;Magasin 5 — Kaya Marché;Adama Bationo;7120;Brouette en kit — réf 1;Consommables;7;9300;0.08;59892;70673
T05-251101-109867;2025-11-01;18:24;Magasin 5 — Kaya Marché;Adama Bationo;1455;Mètre ruban 5 m — réf 2;Quincaillerie;17;6375;0.0;108375;127883
T05-251101-109867;2025-11-01;15:31;Magasin 5 — Kaya Marché;Moussa Ilboudo;8677;Perforateur 800 W — réf 2;Quincaillerie;1;5750;0.0;5750;6785
T05-251101-109867;2025-11-01;15:52;Magasin 5 — Kaya Marché;Moussa Ilboudo;22191;Boulon HM 10x40 (boîte) — réf 2;Quincaillerie;3;2550;0.04;7344;8666
T05-251101-109868;2025-11-01;13:12;Magasin 5 — Kaya Marché;Moussa Ilboudo;10560;Brique de terre cuite — réf 2;Matériaux;5;700;0.04;3360;3965
T05-251101-109868;2025-11-01;10:33;Magasin 5 — Kaya Marché;Boureima Ouédraogo;22055;Plaque de plâtre 13 mm — réf 2;Bois & panneaux;3;13550;0.0;40650;47967
T05-251101-109868;2025-11-01;08:38;Magasin 5 — Kaya Marché;Adama Bationo;6090;Meuleuse 125 mm — réf 2;Quincaillerie;1;6000;0.04;5760;6797
T05-251101-109869;2025-11-01;11:37;Magasin 5 — Kaya Marché;Salamatu Sankara;8539;Antirouille rouge brique 1 L — réf 2;Peinture;8;7075;0.0;56600;66788
T05-251101-109869;2025-11-01;17:41;Magasin 5 — Kaya Marché;Boureima Ouédraogo;0;Tout-venant (m3) — réf 1;Matériaux;5;15725;0.0;78625;92777
T05-251101-109869;2025-11-01;14:22;Magasin 5 — Kaya Marché;Adama Bationo;12264;Douille E27 avec cordon — réf 1;Electricité;3;12625;0.0;37875;44693
T05-251101-109870;2025-11-01;10:36;Magasin 5 — Kaya Marché;Adama Bationo;0;Tout-venant (m3) — réf 2;Matériaux;7;23425;0.0;163975;193491
T05-251101-109870;2025-11-01;17:14;Magasin 5 — Kaya Marché;Adama Bationo;16001;Ciment CPJ35 50 kg — réf 1;Matériaux;5;6250;0.0;31250;36875
T05-251102-109907;2025-11-02;11:14;Magasin 5 — Kaya Marché;Moussa Ilboudo;353;Marteau de menuisier — réf 2;Quincaillerie;13;8600;0.0;111800;131924
T05-251102-109907;2025-11-02;11:59;Magasin 5 — Kaya Marché;Salamatu Sankara;18568;Gravier 15/25 (m3) — réf 2;Matériaux;10;21025;0.0;210250;248095
T05-251102-109907;2025-11-02;10:51;Magasin 5 — Kaya Marché;Moussa Ilboudo;3481;Sable de rivière (m3) — réf 2;Matériaux;2;25500;0.08;46920;55366
T05-251102-109908;2025-11-02;08:54;Magasin 5 — Kaya Marché;Moussa Ilboudo;9329;Ciment CPJ45 50 kg — réf 1;Matériaux;7;5925;0.0;41475;48941
T05-251102-109908;2025-11-02;18:13;Magasin 5 — Kaya Marché;Adama Bationo;246;Douille E27 avec cordon — réf 2;Electricité;9;18700;0.0;168300;198594
T05-251102-109908;2025-11-02;18:41;Magasin 5 — Kaya Marché;Salamatu Sankara;12990;Bêche à manche bois — réf 2;Consommables;10;5825;0.0;58250;68735
T05-251102-109909;2025-11-02;18:56;Magasin 5 — Kaya Marché;Salamatu Sankara;0;Panneau contreplaqué 15 mm — réf 1;Bois & panneaux;3;18925;0.0;56775;66995
T05-251102-109909;2025-11-02;14:56;Magasin 5 — Kaya Marché;Moussa Ilboudo;18869;Ciment CPJ35 50 kg — réf 2;Matériaux;10;4175;0.0;41750;49265
T05-251102-109909;2025-11-02;18:02;Magasin 5 — Kaya Marché;Adama Bationo;13826;Tout-venant (m3) — réf 2;Matériaux;2;24425;0.0;48850;57643
T05-251103-110015;2025-11-03;12:13;Magasin 5 — Kaya Marché;Salamatu Sankara;0;Sable de rivière (m3) — réf 1;Matériaux;1;25775;0.0;25775;30415
T05-251103-110015;2025-11-03;12:28;Magasin 5 — Kaya Marché;Moussa Ilboudo;20631;Fil de fer recuit (kg) — réf 1;Quincaillerie;18;1550;0.0;27900;32922
T05-251201-113517;2025-12-01;08:55;Magasin 5 — Kaya Marché;Salamatu Sankara;;Ballon d'eau chaude 50 L — réf 2;Plomberie;3;36900;0.0;110700;130626
T05-251201-113518;2025-12-01;12:57;Magasin 5 — Kaya Marché;Salamatu Sankara;15643;Cheville nylon 8 mm (sachet) — réf 1;Quincaillerie;4;2425;0.0;9700;11446
T05-251201-113519;2025-12-01;11:34;Magasin 5 — Kaya Marché;Moussa Ilboudo;13087;Plaque de plâtre 13 mm — réf 2;Bois & panneaux;59;13550;0.0;799450;943351
T05-251201-113520;2025-12-01;10:51;Magasin 5 — Kaya Marché;Moussa Ilboudo;18687;Gravier 15/25 (m3) — réf 2;Matériaux;1;20975;0.0;20975;24751
T05-251201-113521;2025-12-01;09:35;Magasin 5 — Kaya Marché;Salamatu Sankara;182;Lavabo céramique — réf 1;Plomberie;24;35450;0.0;850800;1003944
T05-251201-113522;2025-12-01;11:42;Magasin 5 — Kaya Marché;Adama Bationo;0;Passe-câble étanche — réf 2;Electricité;1;16150;0.0;16150;19057
T05-251201-113523;2025-12-01;08:13;Magasin 5 — Kaya Marché;Boureima Ouédraogo;18174;Niveau à bulle 600 mm — réf 1;Quincaillerie;11;9275;0.04;97944;115574
T05-251201-113524;2025-12-01;17:56;Magasin 5 — Kaya Marché;Adama Bationo;21539;Antirouille rouge brique 1 L — réf 1;Peinture;37;5175;0.04;183816;216903
T05-251201-113525;2025-12-01;10:15;Magasin 5 — Kaya Marché;Boureima Ouédraogo;16109;Meuleuse 125 mm — réf 2;Quincaillerie;3;6100;0.0;18300;21594
T05-251201-113526;2025-12-01;15:09;Magasin 5 — Kaya Marché;Boureima Ouédraogo;19011;Fil de fer recuit (kg) — réf 2;Quincaillerie;3;2000;0.04;5760;6797
T05-251201-113527;2025-12-01;13:42;Magasin 5 — Kaya Marché;Moussa Ilboudo;16921;Panneau solaire 100 W — réf 1;Electricité;2;9425;0.08;17342;20464
T05-251201-113528;2025-12-01;11:46;Magasin 5 — Kaya Marché;Adama Bationo;4067;Brouette 90 L — réf 2;Consommables;23;9600;0.0;220800;260544
T05-251201-113529;2025-12-01;08:14;Magasin 5 — Kaya Marché;Boureima Ouédraogo;17916;Panneau contreplaqué 15 mm — réf 2;Bois & panneaux;2;18100;0.0;36200;42716
T05-251201-113530;2025-12-01;18:02;Magasin 5 — Kaya Marché;Boureima Ouédraogo;22381;Pavé autobloquant — réf 1;Matériaux;1;1125;0.08;1035;1221
T05-251201-113531;2025-12-01;16:16;Magasin 5 — Kaya Marché;Moussa Ilboudo;0;Chaux aérienne 25 kg — réf 2;Matériaux;6;8025;0.0;48150;56817
T05-251201-113532;2025-12-01;08:07;Magasin 5 — Kaya Marché;Adama Bationo;1716;Vernis marin 1 L — réf 2;Peinture;22;3800;0.0;83600;98648
T05-251201-113533;2025-12-01;11:43;Magasin 5 — Kaya Marché;Salamatu Sankara;22495;Brique de terre cuite — réf 2;Matériaux;10;700;0.0;7000;8260
T05-251201-113534;2025-12-01;11:31;Magasin 5 — Kaya Marché;Adama Bationo;21022;Douche de toilettes — réf 2;Plomberie;2;31500;0.04;60480;71366
T05-251201-113535;2025-12-01;18:41;Magasin 5 — Kaya Marché;Salamatu Sankara;7357;Clé plate 13 — réf 1;Quincaillerie;1;9775;0.04;9384;11073
T05-251201-113536;2025-12-01;09:02;Magasin 5 — Kaya Marché;Moussa Ilboudo;9327;Sable de rivière (m3) — réf 1;Matériaux;7;26325;0.0;184275;217445
T05-251201-113537;2025-12-01;18:39;Magasin 5 — Kaya Marché;Salamatu Sankara;0;Brouette 90 L — réf 1;Consommables;9;4975;0.0;44775;52835
T05-251201-113538;2025-12-01;12:47;Magasin 5 — Kaya Marché;Boureima Ouédraogo;2275;Gants anti-coupure (paire) — réf 2;Consommables;7;5250;0.0;36750;43365
T05-251201-113539;2025-12-01;07:08;Magasin 5 — Kaya Marché;Moussa Ilboudo;0;Peinture toiture 25 kg — réf 2;Peinture;49;6025;0.0;295225;348365
T05-251201-113540;2025-12-01;12:20;Magasin 5 — Kaya Marché;Boureima Ouédraogo;16625;Lampe torche rechargeable — réf 2;Electricité;1;20875;0.0;20875;24633
T05-251201-113541;2025-12-01;14:28;Magasin 5 — Kaya Marché;Moussa Ilboudo;0;Câble 2x1,5 (rouleau 100 m) — réf 1;Electricité;7;12425;0.0;86975;102631
T05-251201-113542;2025-12-01;16:08;Magasin 5 — Kaya Marché;Adama Bationo;2656;Passe-câble étanche — réf 2;Electricité;3;15975;0.04;46008;54289
T05-251201-113543;2025-12-01;18:35;Magasin 5 — Kaya Marché;Adama Bationo;0;Chaux aérienne 25 kg — réf 2;Matériaux;6;8250;0.0;49500;58410
T05-251201-113544;2025-12-01;12:53;Magasin 5 — Kaya Marché;Salamatu Sankara;7683;Brouette en kit — réf 1;Consommables;8;9225;0.0;73800;87084
T05-251201-113545;2025-12-01;12:30;Magasin 5 — Kaya Marché;Adama Bationo;4660;Robinet mitigeur évier — réf 1;Plomberie;18;32400;0.04;559872;660649
T05-251202-113653;2025-12-02;14:21;Magasin 5 — Kaya Marché;Adama Bationo;0;Mastic d'étanchéité — réf 2;Plomberie;10;4550;0.0;45500;53690
T05-251202-113653;2025-12-02;17:36;Magasin 5 — Kaya Marché;Adama Bationo;15965;Enduit de lissage 20 kg — réf 2;Matériaux;5;6575;0.08;30245;35689
T05-251202-113653;2025-12-02;08:17;Magasin 5 — Kaya Marché;Boureima Ouédraogo;20401;Cheville nylon 8 mm (sachet) — réf 1;Quincaillerie;5;2500;0.0;12500;14750
T05-251202-113654;2025-12-02;18:53;Magasin 5 — Kaya Marché;Moussa Ilboudo;6619;Casque de chantier — réf 1;Consommables;2;8575;0.04;16464;19428
