id_client,nom,type_client,ville,region,telephone,email,date_creation,segment,conditions_paiement,plafond_credit
9929,Menage 09929,Particulier,Ouagadougou,Centre,+226 71 11 75 43 16,,2018-05-02,Argent,30 j,5000000
9930,Menage 09930,Particulier,Ziniaré,Plateau-Central,+226 73 82 34 82 13,,2016-11-24,Argent,30 j,1500000
9931,Ets a,Professionnel,Ziniaré,Plateau-Central,+226 72 21 80 58 54,contact9931@entreprise.bf,2024-08-06,Or,Comptant,1500000
9932,Chantiers D,Entreprise,Bobo-Dioulasso,Hauts-Bassins,+226 70 57 92 60 15,,2022-08-15,Standard,Comptant,0
9933,Menage 09933,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 73 75 53 19 50,,2023-08-18,Standard,Comptant,0
9934,SARL S,Entreprise,Koudougou,Centre-Ouest,+226 74 77 55 62 21,contact9934@entreprise.bf,2022-03-13,Argent,Comptant,0
9935,Menage 09935,Particulier,Koudougou,Centre-Ouest,+226 70 45 31 61 58,,2018-09-02,Standard,60 j,1500000
9936,Menage 09936,Particulier,Ouagadougou,Centre,+226 72 41 47 83 91,,2022-05-11,Standard,Comptant,0
9937,Ets S,Administration,Ouagadougou,Centre,+226 70 28 86 83 78,,2020-08-09,Argent,30 j,0
9938,Menage 09938,Particulier,Kaya,Centre-Nord,+226 74 92 71 47 74,,2024-12-29,Argent,Comptant,0
9939,Menage 09939,Particulier,Ouagadougou,Centre,+226 70 82 98 43 70,,2018-03-08,Standard,Comptant,500000
9940,Menage 09940,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 77 50 24 83 34,,2017-01-04,Standard,30 j,0
9941,Menage 09941,Particulier,Ouagadougou,Centre,+226 77 39 88 80 24,,2020-07-09,Argent,Comptant,1500000
9942,Menage 09942,Particulier,Kaya,Centre-Nord,+226 78 15 13 30 43,,2023-06-04,Standard,Comptant,1500000
9943,Chantiers n,Administration,Kaya,Centre-Nord,+226 73 18 65 30 74,contact9943@outlook.fr,2016-11-04,Standard,Comptant,250000
9944,Menage 09944,Particulier,Kaya,Centre-Nord,+226 74 34 82 92 91,,2023-06-25,Standard,30 j,0
9945,Menage 09945,Particulier,Ziniaré,Plateau-Central,+226 78 25 37 51 71,,2026-03-22,Argent,30 j,250000
9946,Chantiers T,Professionnel,Ouagadougou,Centre,+226 76 93 46 13 81,contact9946@entreprise.bf,2025-01-12,Standard,Comptant,1500000
9947,Ets a,Entreprise,Koudougou,Centre-Ouest,+226 72 11 89 44 83,contact9947@yahoo.fr,2023-06-20,Standard,Comptant,1500000
9948,Menage 09948,Particulier,Kaya,Centre-Nord,+226 75 68 68 62 71,,2021-07-29,Standard,Comptant,1500000
9949,Menage 09949,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 79 67 43 22 80,,2019-06-05,Argent,Comptant,250000
9950,Chantiers g,Professionnel,Kaya,Centre-Nord,+226 74 83 95 40 40,contact9950@outlook.fr,2018-05-28,Standard,Comptant,1500000
9951,Menage 09951,Particulier,Kaya,Centre-Nord,+226 74 67 89 82 41,,2024-04-14,Argent,30 j,0
9952,Chantiers r,Professionnel,Ouagadougou,Centre,+226 76 13 71 44 66,contact9952@entreprise.bf,2024-07-19,Standard,Comptant,5000000
9953,Ets é,Entreprise,Ouagadougou,Centre,+226 77 19 71 83 55,contact9953@entreprise.bf,2017-09-07,Or,Comptant,1500000
9954,Menage 09954,Particulier,Ouagadougou,Centre,+226 79 10 62 51 23,,2026-04-23,Standard,30 j,0
9955,Ets r,Administration,Bobo-Dioulasso,Hauts-Bassins,+226 70 98 86 68 18,contact9955@outlook.fr,2017-05-13,Argent,Comptant,0
9956,Ets n,Professionnel,Koudougou,Centre-Ouest,+226 74 85 28 41 17,contact9956@entreprise.bf,2022-08-07,Or,30 j,500000
9957,Menage 09957,Particulier,Koudougou,Centre-Ouest,+226 71 11 43 31 70,,2020-06-21,Or,30 j,0
9958,Ets u,Administration,Koudougou,Centre-Ouest,+226 79 85 12 14 71,contact9958@outlook.fr,2021-02-16,Standard,Comptant,0
9959,SARL a,Entreprise,Ouagadougou,Centre,+226 75 96 97 91 74,contact9959@outlook.fr,2017-12-23,Standard,Comptant,500000
9960,Ets a,Professionnel,Ouagadougou,Centre,+226 72 19 16 48 53,,2016-02-18,Standard,Comptant,1500000
9961,Societe o,Professionnel,Ouagadougou,Centre,+226 72 92 57 84 94,,2021-12-22,Argent,Comptant,1500000
9962,Ets d,Professionnel,Ziniaré,Plateau-Central,+226 79 70 14 56 85,,2022-11-14,Or,Comptant,250000
9963,SARL k,Professionnel,Ouagadougou,Centre,+226 76 66 67 42 35,contact9963@entreprise.bf,2023-06-04,Standard,30 j,0
9964,Menage 09964,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 72 39 75 85 59,,2026-01-23,Or,30 j,250000
9965,Chantiers o,Professionnel,Ouagadougou,Centre,+226 74 41 20 99 28,,2017-10-26,Argent,30 j,1500000
9966,SARL b,Professionnel,Ouagadougou,Centre,+226 70 49 93 81 80,contact9966@yahoo.fr,2025-10-18,Standard,60 j,1500000
9967,Menage 09967,Particulier,Ouagadougou,Centre,+226 71 39 92 92 65,,2018-11-26,Argent,60 j,0
9968,Menage 09968,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 75 36 52 89 11,,2017-02-08,Argent,30 j,0
9969,Societe a,Professionnel,Ouagadougou,Centre,+226 78 24 78 14 49,contact9969@entreprise.bf,2019-02-13,Standard,30 j,0
9970,Menage 09970,Particulier,Ouagadougou,Centre,+226 75 80 59 46 87,,2021-12-30,Or,30 j,0
9971,Menage 09971,Particulier,Ouagadougou,Centre,+226 70 40 91 94 71,,2023-02-27,Or,Comptant,500000
9972,Societe o,Professionnel,Koudougou,Centre-Ouest,+226 72 21 51 93 93,contact9972@gmail.com,2016-07-23,Or,Comptant,1500000
9973,Chantiers C,Professionnel,Ziniaré,Plateau-Central,+226 71 14 51 84 62,contact9973@gmail.com,2021-06-20,Standard,30 j,0
9974,Menage 09974,Particulier,Ouagadougou,Centre,+226 75 61 98 41 67,,2021-01-20,Or,30 j,0
9975,Menage 09975,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 70 82 20 79 90,,2017-10-25,Standard,Comptant,0
9976,SARL O,Administration,Kaya,Centre-Nord,+226 75 70 92 58 61,contact9976@yahoo.fr,2025-04-24,Or,60 j,500000
9977,Chantiers l,Professionnel,Koudougou,Centre-Ouest,+226 74 26 32 50 25,contact9977@entreprise.bf,2025-01-13,Standard,Comptant,1500000
9978,Societe r,Administration,Kaya,Centre-Nord,+226 71 87 68 60 99,contact9978@outlook.fr,2023-05-25,Standard,Comptant,250000
9979,Menage 09979,Particulier,Ouagadougou,Centre,+226 78 63 31 14 37,,2018-07-11,Standard,Comptant,0
9980,Menage 09980,Particulier,Koudougou,Centre-Ouest,+226 77 54 68 35 99,,2021-03-17,Standard,30 j,250000
9981,Menage 09981,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 73 88 79 93 84,,2017-09-09,Standard,Comptant,500000
9982,Ets o,Professionnel,Ouagadougou,Centre,+226 74 33 52 92 99,contact9982@outlook.fr,2024-08-23,Standard,Comptant,1500000
9983,Chantiers a,Professionnel,Ouagadougou,Centre,+226 71 98 99 53 49,contact9983@outlook.fr,2025-03-20,Standard,Comptant,5000000
9984,Chantiers a,Administration,,Hauts-Bassins,+226 74 52 81 47 94,contact9984@yahoo.fr,2024-01-22,Standard,Comptant,0
9985,Menage 09985,Particulier,Kaya,Centre-Nord,+226 71 34 92 26 62,,2019-07-28,Standard,Comptant,500000
9986,Menage 09986,Particulier,Ouagadougou,Centre,+226 79 99 22 74 92,,2016-06-30,Standard,30 j,0
9987,Menage 09987,Particulier,Koudougou,Centre-Ouest,+226 71 65 69 65 77,,2022-12-21,Standard,Comptant,500000
9988,Chantiers O,Entreprise,Ouagadougou,Centre,+226 76 48 52 87 25,,2022-04-04,Standard,30 j,250000
9989,Chantiers O,Administration,Bobo-Dioulasso,Hauts-Bassins,+226 70 56 39 23 90,contact9989@gmail.com,2016-05-14,Argent,Comptant,500000
9990,Menage 09990,Particulier,Ouagadougou,Centre,+226 76 52 16 19 18,,2022-03-25,Standard,30 j,500000
9991,Ets a,Professionnel,Ouagadougou,Centre,+226 71 28 79 19 41,contact9991@yahoo.fr,2016-08-20,Standard,Comptant,0
9992,Menage 09992,Particulier,Ouagadougou,Centre,+226 79 11 23 74 34,,2022-04-06,Or,30 j,500000
9993,Menage 09993,Particulier,Ouagadougou,Centre,+226 74 62 19 30 16,,2024-03-11,Standard,Comptant,500000
9994,Menage 09994,Particulier,Ouagadougou,Centre,+226 79 24 52 17 58,,2021-01-30,Standard,Comptant,500000
9995,Menage 09995,Particulier,Ouagadougou,Centre,+226 77 51 50 57 33,,2025-04-05,Standard,Comptant,500000
9996,Menage 09996,Particulier,Ouagadougou,Centre,+226 79 76 99 49 53,,2022-08-10,Or,60 j,250000
9997,Ets p,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 70 11 68 68 17,contact9997@yahoo.fr,2018-08-07,Standard,30 j,250000
9998,SARL r,Professionnel,Ouagadougou,Centre,+226 70 77 19 74 19,contact9998@outlook.fr,2018-05-07,Standard,30 j,0
9999,Societe a,Professionnel,Ziniaré,Plateau-Central,+226 79 30 68 93 60,contact9999@outlook.fr,2016-06-01,Standard,Comptant,500000
10000,Menage 10000,Particulier,Ouagadougou,Centre,+226 73 96 14 36 78,,2021-02-15,Argent,Comptant,250000
10001,Menage 10001,Particulier,Ziniaré,Plateau-Central,+226 76 48 89 23 66,,2020-06-06,Argent,Comptant,0
10002,Menage 10002,Particulier,Ouagadougou,Centre,+226 73 92 94 21 24,,2018-02-20,Or,60 j,500000
10003,Menage 10003,Particulier,Koudougou,Centre-Ouest,+226 70 16 49 74 57,,2026-04-17,Standard,Comptant,1500000
10004,Menage 10004,Particulier,Ouagadougou,Centre,+226 70 93 77 68 69,,2016-08-19,Standard,Comptant,250000
10005,Chantiers i,Professionnel,Koudougou,Centre-Ouest,+226 78 19 71 22 69,contact10005@entreprise.bf,2023-10-10,Argent,Comptant,250000
10006,Chantiers a,Professionnel,Ouagadougou,Centre,+226 76 95 97 17 93,,2021-06-08,Or,30 j,0
10007,Chantiers o,Entreprise,Ouagadougou,Centre,+226 78 12 60 82 76,,2021-04-30,Argent,Comptant,0
10008,Ets K,Entreprise,Ouagadougou,Centre,+226 78 68 86 46 18,contact10008@gmail.com,2024-01-19,Standard,Comptant,0
10009,Menage 10009,Particulier,Kaya,Centre-Nord,+226 71 48 87 95 73,,2025-07-18,Standard,30 j,0
10010,Menage 10010,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 71 56 65 83 33,,2018-10-02,Argent,Comptant,5000000
10011,Menage 10011,Particulier,Ouagadougou,Centre,+226 71 45 50 37 70,,2025-12-26,Argent,60 j,1500000
10012,Menage 10012,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 73 60 59 43 32,,2023-07-03,Standard,30 j,250000
10013,Chantiers g,Professionnel,Ouagadougou,Centre,+226 75 90 86 46 25,contact10013@yahoo.fr,2026-04-07,Or,Comptant,0
10014,Ets r,Entreprise,Ziniaré,Plateau-Central,+226 75 23 16 61 81,,2023-03-08,Argent,Comptant,0
10015,Chantiers o,Professionnel,Ouagadougou,Centre,+226 72 34 72 76 68,contact10015@entreprise.bf,2026-05-04,Or,Comptant,0
10016,Ets T,Administration,Ouagadougou,Centre,+226 78 14 23 31 61,contact10016@entreprise.bf,2023-07-09,Standard,Comptant,250000
10017,SARL u,Professionnel,Ouagadougou,Centre,+226 74 91 72 76 19,contact10017@outlook.fr,2016-09-09,Standard,Comptant,0
10018,Menage 10018,Particulier,Ouagadougou,Centre,+226 70 50 22 16 64,,2023-09-24,Standard,30 j,250000
10019,Ets a,Professionnel,Ouagadougou,Centre,+226 76 98 78 25 52,contact10019@outlook.fr,2023-03-15,Standard,Comptant,500000
10020,SARL a,Professionnel,Ziniaré,Plateau-Central,+226 70 25 94 64 99,contact10020@outlook.fr,2024-01-05,Argent,Comptant,1500000
10021,Ets u,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 79 38 30 13 83,,2021-03-28,Argent,Comptant,250000
10022,Menage 10022,Particulier,Ouagadougou,Centre,+226 77 46 41 93 17,,2017-05-09,Standard,30 j,250000
10023,Menage 10023,Particulier,Ouagadougou,Centre,+226 79 16 40 99 57,,2018-02-17,Argent,Comptant,500000
10024,Chantiers r,Professionnel,Kaya,Centre-Nord,+226 79 44 11 88 76,contact10024@outlook.fr,2025-09-01,Standard,Comptant,0
10025,Menage 10025,Particulier,Ouagadougou,Centre,+226 74 91 16 42 91,,2024-09-27,Standard,Comptant,0
10026,Menage 10026,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 74 74 85 22 30,,2020-01-31,Argent,30 j,0
10027,SARL O,Professionnel,Ziniaré,Plateau-Central,+226 75 78 30 98 65,contact10027@outlook.fr,2024-03-23,Standard,Comptant,0
10028,Societe r,Entreprise,Bobo-Dioulasso,Hauts-Bassins,+226 78 19 58 50 52,contact10028@yahoo.fr,2018-04-07,Argent,Comptant,0
10029,Societe r,Professionnel,Ouagadougou,Centre,+226 72 27 83 48 76,contact10029@outlook.fr,2024-07-29,Standard,Comptant,0
10030,Ets o,Administration,Ouagadougou,Centre,+226 73 45 91 86 98,contact10030@yahoo.fr,2023-10-14,Standard,Comptant,0
10031,SARL n,Administration,Ouagadougou,Centre,+226 75 81 47 52 25,contact10031@outlook.fr,2025-09-30,Or,30 j,500000
10032,Chantiers o,Professionnel,Koudougou,Centre-Ouest,+226 73 69 46 74 70,,2022-03-07,Standard,Comptant,0
10033,Ets a,Entreprise,Bobo-Dioulasso,Hauts-Bassins,+226 79 67 60 78 48,contact10033@outlook.fr,2019-08-15,Argent,30 j,0
10034,Chantiers Y,Administration,,Hauts-Bassins,+226 77 63 86 54 36,,2024-08-04,Standard,30 j,250000
10035,Menage 10035,Particulier,Ouagadougou,Centre,+226 73 22 55 17 27,,2024-10-11,Standard,60 j,0
10036,Menage 10036,Particulier,,Centre-Ouest,+226 72 84 66 69 88,,2023-09-22,Standard,60 j,0
10037,SARL o,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 75 59 18 38 67,contact10037@outlook.fr,2023-06-17,Standard,Comptant,500000
10038,Ets i,Professionnel,Ouagadougou,Centre,+226 74 25 43 91 55,contact10038@yahoo.fr,2017-10-16,Argent,Comptant,0
10039,Menage 10039,Particulier,Ziniaré,Plateau-Central,+226 79 79 42 15 52,,2017-11-13,Standard,Comptant,250000
10040,Menage 10040,Particulier,,Plateau-Central,+226 73 20 12 69 19,,2024-09-29,Standard,30 j,250000
10041,Societe K,Entreprise,Kaya,Centre-Nord,+226 70 85 38 22 12,,2025-03-24,Standard,Comptant,500000
10042,Menage 10042,Particulier,Koudougou,Centre-Ouest,+226 75 42 73 85 29,,2018-02-27,Standard,Comptant,0
10043,Menage 10043,Particulier,Koudougou,Centre-Ouest,+226 71 45 95 46 14,,2019-11-10,Or,30 j,500000
10044,Societe r,Professionnel,Koudougou,Centre-Ouest,+226 73 17 91 52 53,contact10044@outlook.fr,2026-02-06,Standard,Comptant,0
10045,Menage 10045,Particulier,Ouagadougou,Centre,+226 77 52 99 25 55,,2024-05-06,Standard,Comptant,5000000
10046,Menage 10046,Particulier,Ouagadougou,Centre,+226 76 16 25 33 80,,2021-08-18,Standard,Comptant,250000
10047,Ets a,Professionnel,Kaya,Centre-Nord,+226 78 10 73 42 27,,2026-05-01,Standard,60 j,0
10048,Ets s,Professionnel,Koudougou,Centre-Ouest,+226 72 29 54 32 97,contact10048@outlook.fr,2025-09-05,Standard,Comptant,0
10049,Societe r,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 73 51 93 39 19,contact10049@entreprise.bf,2016-08-12,Argent,Comptant,0
10050,Societe K,Entreprise,Ouagadougou,Centre,+226 77 22 11 67 35,contact10050@gmail.com,2021-11-21,Standard,Comptant,0
10051,Menage 10051,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 78 64 94 44 75,,2024-09-02,Standard,30 j,0
10052,Chantiers a,Entreprise,Ouagadougou,Centre,+226 73 14 43 85 78,contact10052@yahoo.fr,2022-12-08,Standard,Comptant,1500000
10053,Societe r,Professionnel,Ouagadougou,Centre,+226 77 85 48 40 90,,2022-02-17,Standard,30 j,0
10054,SARL m,Entreprise,Bobo-Dioulasso,Hauts-Bassins,+226 70 59 68 60 23,contact10054@entreprise.bf,2018-12-20,Or,Comptant,1500000
10055,Chantiers g,Professionnel,Kaya,Centre-Nord,+226 75 79 30 11 45,contact10055@yahoo.fr,2023-06-17,Argent,60 j,500000
10056,Menage 10056,Particulier,Ouagadougou,Centre,+226 78 62 96 87 79,,2021-10-17,Standard,30 j,0
10057,Chantiers a,Entreprise,Ouagadougou,Centre,+226 76 58 24 15 35,contact10057@gmail.com,2016-12-07,Standard,30 j,500000
10058,Menage 10058,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 75 39 12 74 16,,2021-12-19,Or,Comptant,500000
10059,Chantiers l,Entreprise,Ziniaré,Plateau-Central,+226 75 49 62 41 23,,2025-10-27,Argent,30 j,1500000
10060,Societe s,Professionnel,Ouagadougou,Centre,+226 73 35 89 12 62,,2024-05-25,Or,Comptant,500000
10061,Menage 10061,Particulier,Ouagadougou,Centre,+226 79 11 95 64 77,,2019-04-13,Standard,30 j,5000000
10062,Menage 10062,Particulier,Ouagadougou,Centre,+226 77 53 62 16 28,,2019-06-20,Or,30 j,500000
10063,Menage 10063,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 70 27 91 63 73,,2024-07-11,Or,30 j,1500000
10064,Menage 10064,Particulier,Koudougou,Centre-Ouest,+226 76 66 92 64 66,,2022-12-25,Standard,Comptant,500000
10065,Menage 10065,Particulier,Ziniaré,Plateau-Central,+226 75 78 64 58 56,,2020-10-29,Or,60 j,0
10066,Chantiers m,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 77 14 67 89 19,contact10066@outlook.fr,2023-04-20,Standard,30 j,250000
10067,Menage 10067,Particulier,Kaya,Centre-Nord,+226 73 94 66 85 94,,2024-11-04,Standard,Comptant,0
10068,Menage 10068,Particulier,,Centre-Ouest,+226 71 16 74 62 41,,2022-07-29,Or,30 j,0
10069,Ets t,Professionnel,Kaya,Centre-Nord,+226 77 73 34 90 72,contact10069@gmail.com,2016-02-14,Argent,30 j,0
10070,Menage 10070,Particulier,Ouagadougou,Centre,+226 76 42 67 86 62,,2023-06-09,Standard,60 j,1500000
10071,Ets é,Professionnel,Ziniaré,Plateau-Central,+226 78 66 51 32 53,,2017-05-16,Standard,Comptant,250000
10072,Menage 10072,Particulier,Ouagadougou,Centre,+226 75 72 29 57 10,,2023-04-14,Standard,30 j,1500000
10073,Ets g,Administration,Ouagadougou,Centre,+226 72 50 97 21 90,,2024-07-14,Standard,30 j,1500000
10074,Menage 10074,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 77 69 95 41 92,,2023-05-11,Standard,Comptant,500000
10075,Societe K,Professionnel,Ouagadougou,Centre,+226 76 19 83 90 56,contact10075@gmail.com,2025-10-03,Argent,Comptant,500000
10076,Menage 10076,Particulier,Ziniaré,Plateau-Central,+226 74 67 89 35 18,,2019-04-19,Standard,Comptant,0
10077,Menage 10077,Particulier,Ouagadougou,Centre,+226 79 56 43 90 24,,2023-05-21,Standard,Comptant,5000000
10078,Menage 10078,Particulier,Ouagadougou,Centre,+226 77 33 66 40 21,,2024-04-15,Standard,Comptant,5000000
10079,Societe i,Entreprise,Ouagadougou,Centre,+226 71 55 82 37 66,contact10079@entreprise.bf,2021-06-16,Or,Comptant,0
10080,Societe K,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 72 30 20 91 70,contact10080@outlook.fr,2025-11-04,Or,30 j,500000
10081,SARL K,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 70 81 32 57 94,contact10081@outlook.fr,2022-12-19,Or,Comptant,250000
10082,Ets o,Professionnel,Ouagadougou,Centre,+226 74 46 90 72 82,,2023-03-05,Argent,Comptant,250000
10083,SARL a,Administration,Bobo-Dioulasso,Hauts-Bassins,+226 70 74 75 98 95,contact10083@entreprise.bf,2022-07-10,Or,60 j,500000
10084,Menage 10084,Particulier,Ziniaré,Plateau-Central,+226 75 35 25 95 60,,2021-01-31,Standard,Comptant,0
10085,Menage 10085,Particulier,,Centre,+226 78 96 49 94 22,,2019-12-19,Standard,30 j,500000
10086,Chantiers o,Professionnel,Ouagadougou,Centre,+226 76 85 41 90 68,,2023-07-10,Standard,Comptant,0
10087,Chantiers r,Professionnel,Koudougou,Centre-Ouest,+226 74 39 75 46 75,contact10087@entreprise.bf,2016-09-21,Or,Comptant,250000
10088,Menage 10088,Particulier,Ouagadougou,Centre,+226 77 66 81 58 70,,2021-10-20,Or,Comptant,1500000
10089,Menage 10089,Particulier,,Centre,+226 78 45 23 52 39,,2024-03-09,Standard,30 j,1500000
10090,Menage 10090,Particulier,Ouagadougou,Centre,+226 77 13 15 61 81,,2019-04-20,Standard,Comptant,500000
10091,Menage 10091,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 76 98 89 29 84,,2022-03-08,Standard,Comptant,0
10092,Menage 10092,Particulier,Ouagadougou,Centre,+226 78 65 84 81 29,,2023-01-18,Standard,60 j,0
10093,Menage 10093,Particulier,,Centre,+226 70 64 20 81 47,,2021-01-09,Argent,Comptant,500000
10094,SARL t,Entreprise,Koudougou,Centre-Ouest,+226 78 39 99 89 47,contact10094@yahoo.fr,2022-08-07,Standard,Comptant,250000
10095,Menage 10095,Particulier,Ouagadougou,Centre,+226 75 75 35 76 19,,2020-07-09,Standard,Comptant,0
10096,Ets o,Professionnel,,Centre,+226 74 85 78 95 70,,2019-07-19,Or,Comptant,0
10097,Menage 10097,Particulier,Ouagadougou,Centre,+226 78 38 89 79 48,,2016-10-31,Or,Comptant,5000000
10098,Menage 10098,Particulier,Ziniaré,Plateau-Central,+226 70 51 26 69 62,,2016-09-15,Argent,Comptant,0
10099,Menage 10099,Particulier,Ouagadougou,Centre,+226 75 57 72 59 70,,2020-03-16,Or,30 j,0
10100,Menage 10100,Particulier,Koudougou,Centre-Ouest,+226 79 63 86 13 57,,2025-01-14,Argent,60 j,250000
10101,Menage 10101,Particulier,Ouagadougou,Centre,+226 79 79 48 27 17,,2018-07-20,Standard,Comptant,500000
10102,Societe t,Professionnel,Ouagadougou,Centre,+226 73 65 20 44 15,,2020-07-23,Argent,30 j,0
10103,Ets b,Professionnel,Ouagadougou,Centre,+226 78 21 39 63 11,contact10103@yahoo.fr,2019-01-29,Standard,Comptant,0
10104,Menage 10104,Particulier,Ouagadougou,Centre,+226 74 41 13 95 64,,2018-10-27,Standard,30 j,250000
10105,Menage 10105,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 73 70 28 62 91,,2020-10-10,Standard,30 j,500000
10106,Menage 10106,Particulier,Ouagadougou,Centre,+226 71 12 28 81 55,,2018-01-17,Standard,Comptant,1500000
10107,Menage 10107,Particulier,Ouagadougou,Centre,+226 70 26 18 46 76,,2018-03-01,Standard,Comptant,0
10108,Ets a,Professionnel,Ziniaré,Plateau-Central,+226 79 28 52 97 64,contact10108@outlook.fr,2023-03-29,Standard,Comptant,250000
10109,Societe o,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 71 78 20 24 32,contact10109@yahoo.fr,2019-05-24,Standard,30 j,0
10110,Menage 10110,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 72 52 34 81 62,,2017-06-14,Argent,60 j,250000
10111,Chantiers u,Professionnel,Ouagadougou,Centre,+226 79 55 91 24 49,contact10111@yahoo.fr,2019-08-25,Standard,Comptant,500000
10112,Menage 10112,Particulier,Ouagadougou,Centre,+226 70 45 64 45 49,,2020-06-20,Argent,Comptant,5000000
10113,Menage 10113,Particulier,Kaya,Centre-Nord,+226 76 98 92 31 95,,2025-03-03,Argent,30 j,1500000
10114,Menage 10114,Particulier,Ziniaré,Plateau-Central,+226 73 46 55 75 70,,2021-04-27,Standard,30 j,0
10115,Ets a,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 78 99 35 24 68,contact10115@outlook.fr,2018-03-31,Argent,Comptant,500000
10116,Ets r,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 74 72 92 66 58,contact10116@gmail.com,2020-12-31,Argent,60 j,1500000
10117,Ets b,Professionnel,Ouagadougou,Centre,+226 76 70 80 94 69,contact10117@gmail.com,2017-10-31,Standard,30 j,250000
10118,Menage 10118,Particulier,Koudougou,Centre-Ouest,+226 78 24 46 92 54,,2024-01-20,Standard,Comptant,250000
10119,Menage 10119,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 78 31 79 71 95,,2018-05-27,Standard,Comptant,500000
10120,Menage 10120,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 71 51 28 97 46,,2023-10-13,Or,30 j,0
10121,SARL a,Professionnel,Ouagadougou,Centre,+226 72 30 64 29 34,,2024-01-21,Standard,30 j,250000
10122,Menage 10122,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 71 62 80 89 78,,2018-04-14,Standard,Comptant,0
10123,Chantiers o,Professionnel,,Plateau-Central,+226 72 82 91 36 62,,2024-09-09,Argent,30 j,250000
10124,Menage 10124,Particulier,Ziniaré,Plateau-Central,+226 72 18 61 56 52,,2024-03-25,Argent,Comptant,500000
10125,Menage 10125,Particulier,,Centre-Ouest,+226 77 95 10 21 71,,2021-02-27,Standard,30 j,0
10126,Menage 10126,Particulier,Ouagadougou,Centre,+226 76 40 28 42 10,,2023-04-19,Standard,Comptant,0
10127,SARL o,Professionnel,Kaya,Centre-Nord,+226 79 99 67 83 55,,2019-08-23,Argent,30 j,250000
10128,Menage 10128,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 76 11 94 67 19,,2025-03-25,Argent,Comptant,0
10129,Chantiers a,Professionnel,Ouagadougou,Centre,+226 77 79 79 61 13,contact10129@outlook.fr,2023-08-03,Standard,30 j,1500000
10130,Ets a,Entreprise,Ouagadougou,Centre,+226 76 15 41 66 34,contact10130@entreprise.bf,2022-11-24,Or,30 j,500000
10131,Menage 10131,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 77 96 27 49 76,,2017-08-16,Standard,Comptant,0
10132,Societe b,Professionnel,Ouagadougou,Centre,+226 74 89 72 15 18,,2020-11-24,Standard,Comptant,500000
10133,Menage 10133,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 77 31 43 58 95,,2018-03-03,Argent,Comptant,500000
10134,Ets é,Professionnel,Ouagadougou,Centre,+226 71 39 91 64 25,contact10134@yahoo.fr,2024-05-29,Standard,Comptant,0
10135,Ets r,Entreprise,Kaya,Centre-Nord,+226 76 15 46 38 95,contact10135@outlook.fr,2025-03-10,Argent,60 j,0
10136,Menage 10136,Particulier,Ouagadougou,Centre,+226 74 50 77 82 94,,2025-07-15,Argent,Comptant,0
10137,SARL t,Professionnel,Ouagadougou,Centre,+226 72 45 72 21 39,contact10137@entreprise.bf,2021-10-18,Standard,Comptant,0
10138,SARL n,Professionnel,Ouagadougou,Centre,+226 75 72 97 69 25,contact10138@yahoo.fr,2026-01-21,Standard,Comptant,0
10139,Menage 10139,Particulier,Koudougou,Centre-Ouest,+226 71 29 84 10 80,,2024-02-23,Standard,30 j,250000
10140,Menage 10140,Particulier,Ouagadougou,Centre,+226 72 82 57 23 37,,2023-10-16,Standard,30 j,0
10141,Menage 10141,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 72 44 35 98 13,,2023-01-16,Argent,Comptant,250000
