tx_ref,agent_code,client_phone,montant_xof,type_op,statut,date_op,commission,canal,id_export
TX0005015,AG13,+226 792 54 76 096,1202,out,Echouee,2026-03-31,12.0,USSD,5015
TX0005016,AG11,+226 700 75 73 732,1687,in,ok,2026-03-31,42.0,app,5016
TX0005017,AG17,798 62 20 332,1393,in,Echouee,2026-03-31,35.0,USSD,5017
TX0005018,AG09,748 87 34 067,2162,out,OK,2026-03-31,22.0,Agent,5018
TX0005019,AG15,+226 723 47 26 164,1676,out,Reussie,2026-03-31,17.0,USSD,5019
TX0005020,AG10,+226 787 99 97 734,1505,in,Echouee,2026-03-31,38.0,USSD,5020
TX0005021,AG02,+226 745 07 27 439,527,in,Reussie,2026-03-31,13.0,Agent,5021
TX0005022,AG04,+226 728 93 81 898,4391,in,Reussie,2026-03-31,110.0,Agent,5022
TX0005023,AG17,761 01 98 980,7552,in,OK,2026-03-31,189.0,app,5023
TX0005024,AG10,+226 728 96 57 675,1052,out,OK,2026-04-01,11.0,Agent,5024
TX0005025,AG05,+226 726 44 12 193,9586,in,ok,2026-04-01,240.0,Agent,5025
TX0005026,AG13,+226 745 51 17 460,2732,out,OK,2026-04-01,27.0,USSD,5026
TX0005027,AG06,780 80 87 887,6126,in,REUSSI,2026-04-01,153.0,USSD,5027
TX0005028,AG12,+226 792 22 95 278,4263,out,Reussie,2026-04-01,43.0,USSD,5028
TX0005029,AG16,+226 772 84 24 771,1505,out,Echouee,2026-04-01,15.0,USSD,5029
TX0005030,AG11,+226 769 66 24 516,290,out,OK,2026-04-01,3.0,Agent,5030
TX0005031,AG20,+226 779 41 62 112,5812,out,OK,2026-04-01,58.0,app,5031
TX0005032,AG10,7863180260,275,out,REUSSI,2026-04-01,3.0,USSD,5032
TX0005033,AG09,725 27 49 162,1271,in,ok,2026-04-01,32.0,Agent,5033
TX0005034,AG08,+226 737 62 78 067,8083,out,ok,2026-04-01,81.0,Agent,5034
TX0005035,AG08,+226 712 99 67 615,4800,in,Reussie,2026-04-01,120.0,USSD,5035
TX0005036,AG14,+226 708 82 89 291,1040,out,OK,2026-04-01,10.0,Agent,5036
TX0005037,AG19,7197993688,1504,in,echec,2026-04-01,38.0,USSD,5037
TX0005038,AG11,7736975865,802,out,REUSSI,2026-04-01,8.0,USSD,5038
TX0005039,AG09,7707561716,457,out,OK,2026-04-01,5.0,Agent,5039
TX0005040,AG02,712 67 16 342,7079,out,Reussie,2026-04-01,71.0,Agent,5040
TX0005041,AG01,792 62 74 089,1799,in,ok,2026-04-01,45.0,Agent,5041
TX0005042,AG17,779 07 95 888,4048,in,OK,2026-04-01,101.0,USSD,5042
TX0005043,AG11,+226 768 32 23 700,555,out,ok,2026-04-01,6.0,USSD,5043
TX0005044,AG14,772 14 52 581,7125,in,OK,2026-04-01,178.0,USSD,5044
TX0005045,AG19,746 43 82 333,1878,out,OK,2026-04-01,19.0,Agent,5045
TX0005046,AG08,779 69 22 854,563,in,Echouee,2026-04-01,14.0,Agent,5046
TX0005047,AG01,+226 705 45 74 817,911,in,echec,2026-04-01,23.0,USSD,5047
TX0005048,AG03,+226 717 88 40 929,2558,in,OK,2026-04-01,64.0,app,5048
TX0005049,AG03,+226 790 47 57 536,2147,in,Reussie,2026-04-01,54.0,USSD,5049
TX0005050,AG13,7566750302,5272,out,echec,2026-04-01,53.0,Agent,5050
TX0005051,AG05,7033412907,821,in,REUSSI,2026-04-01,21.0,Agent,5051
TX0005052,AG03,+226 758 17 25 153,761,in,Reussie,2026-04-01,19.0,app,5052
TX0005053,AG14,783 17 55 836,874,out,echec,2026-04-01,9.0,USSD,5053
TX0005054,AG19,704 28 73 713,1471,in,ok,2026-04-01,37.0,app,5054
TX0005055,AG05,+226 709 70 37 871,4529,in,Echouee,2026-04-01,113.0,app,5055
TX0005056,AG20,+226 713 89 12 968,2070,in,Reussie,2026-04-01,52.0,USSD,5056
TX0005057,AG14,757 29 06 972,8108,in,Echouee,2026-04-01,203.0,Agent,5057
TX0005058,AG13,701 98 51 658,1396,in,REUSSI,2026-04-01,35.0,Agent,5058
TX0005059,AG11,702 73 03 950,3848,out,Reussie,2026-04-01,38.0,USSD,5059
TX0005060,AG19,785 03 60 850,2113,out,Reussie,2026-04-01,21.0,USSD,5060
TX0005061,AG17,+226 712 16 59 561,792,in,Reussie,2026-04-01,20.0,app,5061
TX0005062,AG09,+226 760 72 22 818,11309,out,Reussie,2026-04-01,113.0,Agent,5062
TX0005063,AG08,717 38 95 454,2323,out,ok,2026-04-01,23.0,Agent,5063
TX0005064,AG02,+226 726 33 52 642,234,in,OK,2026-04-01,6.0,Agent,5064
TX0005065,AG20,7221526155,3798,in,Echouee,2026-04-01,95.0,USSD,5065
TX0005066,AG03,+226 723 57 23 042,576,in,Reussie,2026-04-01,14.0,USSD,5066
TX0005067,AG17,775 70 33 076,1007,in,Reussie,2026-04-01,25.0,Agent,5067
TX0005068,AG02,+226 780 45 19 309,6808,in,Reussie,2026-04-01,170.0,Agent,5068
TX0005069,AG20,771 96 39 302,1354,in,Reussie,2026-04-01,34.0,USSD,5069
TX0005070,AG15,7274831660,5810,in,OK,2026-04-01,145.0,Agent,5070
TX0005071,AG02,765 26 59 638,1728,in,OK,2026-04-01,43.0,USSD,5071
TX0005072,AG07,707 68 25 227,2969,in,REUSSI,2026-04-01,74.0,USSD,5072
TX0005073,AG15,+226 750 65 56 263,782,out,ok,2026-04-01,8.0,Agent,5073
TX0005074,AG16,+226 715 48 44 734,1928,out,Reussie,2026-04-01,19.0,USSD,5074
TX0005075,AG06,+226 752 31 16 231,787,out,Reussie,2026-04-01,8.0,Agent,5075
TX0005076,AG02,+226 751 42 87 782,3244,in,REUSSI,2026-04-02,81.0,Agent,5076
TX0005077,AG18,+226 796 01 97 189,34291,in,REUSSI,2026-04-02,857.0,USSD,5077
TX0005078,AG14,712 01 08 312,2907,in,REUSSI,2026-04-02,73.0,USSD,5078
TX0005079,AG07,+226 753 82 63 291,1391,out,Echouee,2026-04-02,14.0,USSD,5079
TX0005080,AG05,+226 730 22 51 204,1789,in,Echouee,2026-04-02,45.0,USSD,5080
TX0005081,AG08,+226 726 14 24 290,5234,in,OK,2026-04-02,131.0,Agent,5081
TX0005082,AG17,+226 717 39 21 125,641,out,Echouee,2026-04-02,6.0,Agent,5082
TX0005083,AG07,794 61 05 328,388,in,Reussie,2026-04-02,10.0,USSD,5083
TX0005084,AG01,7449392527,2550,in,OK,2026-04-02,64.0,Agent,5084
TX0005085,AG14,7981719688,2122,in,Reussie,2026-04-02,53.0,Agent,5085
TX0005086,AG15,783 62 72 530,3413,out,Reussie,2026-04-02,34.0,USSD,5086
TX0005087,AG07,749 14 40 282,1621,out,REUSSI,2026-04-02,16.0,Agent,5087
TX0005088,AG19,+226 751 95 00 506,4551,out,echec,2026-04-02,46.0,Agent,5088
TX0005089,AG18,+226 781 60 04 350,6279,out,echec,2026-04-02,63.0,app,5089
TX0005090,AG06,716 67 13 034,7362,out,REUSSI,2026-04-02,74.0,app,5090
TX0005091,AG14,+226 782 11 25 047,1571,out,OK,2026-04-02,16.0,Agent,5091
TX0005092,AG06,+226 786 15 86 124,3526,in,REUSSI,2026-04-02,88.0,Agent,5092
TX0005093,AG05,736 51 76 237,501,in,OK,2026-04-02,13.0,Agent,5093
TX0005094,AG16,721 27 81 175,1446,in,Reussie,2026-04-02,36.0,USSD,5094
TX0005095,AG10,7838984894,2928,in,OK,2026-04-02,73.0,USSD,5095
TX0005096,AG15,738 18 86 778,3379,in,Echouee,2026-04-02,84.0,Agent,5096
TX0005097,AG18,+226 755 18 26 068,2777,in,REUSSI,2026-04-02,69.0,USSD,5097
TX0005098,AG16,7748776106,3615,out,Echouee,2026-04-02,36.0,Agent,5098
TX0005099,AG13,7877745892,2993,out,Reussie,2026-04-02,30.0,Agent,5099
TX0005100,AG07,757 76 92 357,3329,in,Echouee,2026-04-02,83.0,USSD,5100
TX0005101,AG13,770 65 12 881,2088,out,REUSSI,2026-04-02,21.0,Agent,5101
TX0005102,AG20,+226 736 72 36 791,1293,out,REUSSI,2026-04-02,13.0,Agent,5102
TX0005103,AG07,7115302470,877,out,ok,2026-04-02,9.0,Agent,5103
TX0005104,AG12,7057948051,5143,in,OK,2026-04-02,129.0,Agent,5104
TX0005105,AG03,+226 778 65 22 159,1451,out,REUSSI,2026-04-02,15.0,USSD,5105
TX0005106,AG02,723 49 47 458,2656,out,ok,2026-04-02,27.0,Agent,5106
TX0005107,AG14,+226 701 54 77 191,5543,in,Echouee,2026-04-02,139.0,app,5107
TX0005108,AG09,775 92 02 347,2576,in,Reussie,2026-04-02,64.0,Agent,5108
TX0005109,AG17,+226 725 28 92 203,1778,in,ok,2026-04-02,44.0,Agent,5109
TX0005110,AG01,773 83 80 018,15958,in,echec,2026-04-02,399.0,Agent,5110
TX0005111,AG14,+226 747 59 13 970,1312,in,ok,2026-04-02,33.0,Agent,5111
TX0005112,AG16,707 32 33 434,946,out,REUSSI,2026-04-02,9.0,USSD,5112
TX0005113,AG15,+226 713 52 00 516,4204,in,ok,2026-04-02,105.0,app,5113
TX0005114,AG16,7806673947,7455,in,ok,2026-04-02,186.0,Agent,5114
TX0005115,AG10,789 03 18 624,2288,out,OK,2026-04-02,23.0,USSD,5115
TX0005116,AG08,731 11 32 640,7129,in,OK,2026-04-02,178.0,USSD,5116
TX0005117,AG15,744 94 46 979,4512,out,REUSSI,2026-04-02,45.0,USSD,5117
TX0005118,AG19,7253279287,1531,in,ok,2026-04-02,38.0,Agent,5118
TX0005119,AG16,751 05 13 018,1582,out,OK,2026-04-02,16.0,USSD,5119
TX0005120,AG15,+226 779 44 45 134,7045,in,REUSSI,2026-04-02,176.0,Agent,5120
TX0005121,AG03,744 22 69 822,2102,out,ok,2026-04-02,21.0,USSD,5121
TX0005122,AG15,+226 767 35 30 639,2004,in,REUSSI,2026-04-02,50.0,app,5122
TX0005123,AG18,767 09 44 386,1655,in,ok,2026-04-02,41.0,USSD,5123
TX0005124,AG07,+226 776 85 62 400,2210,out,Echouee,2026-04-02,22.0,USSD,5124
TX0005125,AG16,7670918021,2981,in,OK,2026-04-02,75.0,Agent,5125
TX0005126,AG20,795 44 09 601,1400,in,REUSSI,2026-04-02,35.0,USSD,5126
TX0005127,AG05,7914453171,3574,in,Reussie,2026-04-02,89.0,Agent,5127
TX0005128,AG06,+226 763 29 47 435,1396,out,OK,2026-04-02,14.0,Agent,5128
TX0005129,AG12,7547127408,807,out,OK,2026-04-02,8.0,Agent,5129
TX0005130,AG08,+226 743 57 67 315,18858,out,Reussie,2026-04-02,189.0,USSD,5130
TX0005131,AG05,704 41 37 921,1694,in,Reussie,2026-04-02,42.0,app,5131
TX0005132,AG03,7277434613,4782,in,Echouee,2026-04-02,120.0,Agent,5132
TX0005133,AG09,7631118240,1072,in,Reussie,2026-04-02,27.0,USSD,5133
TX0005134,AG08,+226 786 50 08 341,1654,out,Echouee,2026-04-02,17.0,USSD,5134
TX0005135,AG03,+226 731 83 82 275,1338,in,REUSSI,2026-04-02,33.0,USSD,5135
TX0005136,AG04,+226 754 20 97 652,1734,out,ok,2026-04-02,17.0,Agent,5136
TX0005137,AG07,+226 770 09 52 711,2496,in,Reussie,2026-04-02,62.0,Agent,5137
TX0005138,AG12,7201921030,1382,out,Reussie,2026-04-02,14.0,Agent,5138
TX0005139,AG03,716 62 73 794,499,out,OK,2026-04-02,5.0,Agent,5139
TX0005140,AG11,757 27 87 973,605,in,OK,2026-04-02,15.0,app,5140
TX0005141,AG19,+226 738 07 87 406,5099,out,Echouee,2026-04-02,51.0,Agent,5141
TX0005142,AG16,+226 739 32 28 105,6891,out,Reussie,2026-04-02,69.0,USSD,5142
TX0005143,AG11,708 90 79 016,14539,in,REUSSI,2026-04-02,363.0,Agent,5143
TX0005144,AG19,741 68 48 707,831,in,OK,2026-04-02,21.0,Agent,5144
TX0005145,AG10,+226 748 24 79 614,4059,in,ok,2026-04-03,101.0,Agent,5145
TX0005146,AG01,768 93 35 483,1514,in,Echouee,2026-04-03,38.0,USSD,5146
TX0005147,AG14,742 45 61 754,10029,in,echec,2026-04-03,251.0,Agent,5147
TX0005148,AG16,+226 700 38 13 895,2023,in,echec,2026-04-03,51.0,Agent,5148
TX0005149,AG11,740 90 48 034,7619,in,Reussie,2026-04-03,190.0,Agent,5149
TX0005150,AG08,7758276474,2640,in,Reussie,2026-04-03,66.0,Agent,5150
TX0005151,AG04,7776999938,3047,out,OK,2026-04-03,30.0,USSD,5151
TX0005152,AG13,7866826970,804,in,OK,2026-04-03,20.0,USSD,5152
TX0005153,AG04,773 83 85 124,3204,in,Reussie,2026-04-03,80.0,USSD,5153
TX0005154,AG02,774 22 68 815,4645,in,Reussie,2026-04-03,116.0,USSD,5154
TX0005155,AG08,724 82 78 942,4969,out,Reussie,2026-04-03,50.0,app,5155
TX0005156,AG12,738 30 54 202,7140,out,Echouee,2026-04-03,71.0,Agent,5156
TX0005157,AG20,731 91 33 103,1080,in,echec,2026-04-03,27.0,Agent,5157
TX0005158,AG17,755 70 02 425,2033,out,Reussie,2026-04-03,20.0,Agent,5158
TX0005159,AG05,705 30 40 969,1333,out,REUSSI,2026-04-03,13.0,Agent,5159
TX0005160,AG12,792 91 86 724,6546,in,REUSSI,2026-04-03,164.0,Agent,5160
TX0005161,AG07,706 01 47 722,1058,in,Echouee,2026-04-03,26.0,Agent,5161
TX0005162,AG20,738 35 32 562,5459,out,ok,2026-04-03,55.0,USSD,5162
TX0005163,AG08,749 82 45 697,365,in,REUSSI,2026-04-03,9.0,USSD,5163
TX0005164,AG11,7881736953,3971,in,OK,2026-04-03,99.0,USSD,5164
TX0005165,AG07,+226 744 11 03 458,11164,in,echec,2026-04-03,279.0,USSD,5165
TX0005166,AG17,741 90 45 447,607,in,ok,2026-04-03,15.0,Agent,5166
TX0005167,AG12,721 85 07 785,4036,in,REUSSI,2026-04-03,101.0,USSD,5167
TX0005168,AG03,+226 763 32 15 978,9279,out,Reussie,2026-04-03,93.0,app,5168
TX0005169,AG15,+226 745 27 83 189,1882,in,OK,2026-04-03,47.0,USSD,5169
TX0005170,AG12,7057027404,2094,in,REUSSI,2026-04-03,52.0,Agent,5170
TX0005171,AG04,706 08 84 626,3075,in,REUSSI,2026-04-03,77.0,Agent,5171
TX0005172,AG15,+226 712 27 51 155,2690,in,OK,2026-04-03,67.0,Agent,5172
TX0005173,AG12,743 42 66 100,820,in,OK,2026-04-03,20.0,Agent,5173
TX0005174,AG20,+226 737 13 94 181,4867,in,echec,2026-04-03,122.0,Agent,5174
TX0005175,AG10,7901734934,1075,out,OK,2026-04-03,11.0,app,5175
TX0005176,AG06,+226 737 10 70 048,412,out,OK,2026-04-03,4.0,Agent,5176
TX0005177,AG06,713 33 19 688,5393,in,REUSSI,2026-04-03,135.0,USSD,5177
TX0005178,AG19,724 60 73 304,2348,out,echec,2026-04-03,23.0,app,5178
TX0005179,AG09,+226 780 87 48 772,1494,in,REUSSI,2026-04-03,37.0,Agent,5179
TX0005180,AG18,790 16 35 887,4542,in,Reussie,2026-04-03,114.0,USSD,5180
TX0005181,AG15,+226 794 60 74 560,369,in,echec,2026-04-03,9.0,USSD,5181
TX0005182,AG13,762 84 53 646,15049,out,echec,2026-04-03,150.0,USSD,5182
TX0005183,AG17,790 78 41 434,2647,in,OK,2026-04-03,66.0,Agent,5183
TX0005184,AG07,7117299007,3621,in,REUSSI,2026-04-03,91.0,Agent,5184
TX0005185,AG11,732 03 11 504,8351,out,REUSSI,2026-04-03,84.0,Agent,5185
TX0005186,AG06,+226 704 89 47 935,3457,out,OK,2026-04-03,35.0,Agent,5186
TX0005187,AG17,7344707828,3175,in,Echouee,2026-04-03,79.0,Agent,5187
TX0005188,AG14,+226 799 94 84 214,2370,in,Reussie,2026-04-03,59.0,Agent,5188
TX0005189,AG18,728 71 66 883,5749,in,ok,2026-04-03,144.0,Agent,5189
TX0005190,AG18,775 73 07 258,1823,out,ok,2026-04-03,18.0,USSD,5190
TX0005191,AG06,7110503946,3054,out,REUSSI,2026-04-03,31.0,USSD,5191
TX0005192,AG06,+226 727 56 77 436,2177,out,ok,2026-04-03,22.0,Agent,5192
TX0005193,AG04,+226 712 17 25 175,779,in,ok,2026-04-03,19.0,Agent,5193
TX0005194,AG02,+226 762 14 86 561,1884,in,Echouee,2026-04-03,47.0,app,5194
TX0005195,AG01,+226 700 90 53 164,918,in,REUSSI,2026-04-03,23.0,Agent,5195
TX0005196,AG18,798 40 52 187,911,in,Reussie,2026-04-03,23.0,USSD,5196
TX0005197,AG17,+226 797 11 08 625,3272,in,echec,2026-04-03,82.0,Agent,5197
TX0005198,AG07,+226 794 44 78 418,1164,in,Echouee,2026-04-03,29.0,USSD,5198
TX0005199,AG10,7967954367,1243,in,ok,2026-04-03,31.0,Agent,5199
TX0005200,AG10,792 17 20 366,2912,in,ok,2026-04-03,73.0,Agent,5200
TX0005201,AG17,+226 722 99 94 064,2969,out,Reussie,2026-04-03,30.0,USSD,5201
TX0005202,AG15,739 43 86 545,1288,out,ok,2026-04-03,13.0,Agent,5202
TX0005203,AG02,791 75 91 159,245,out,REUSSI,2026-04-03,2.0,Agent,5203
TX0005204,AG19,+226 799 72 39 024,16601,out,Reussie,2026-04-03,166.0,USSD,5204
TX0005205,AG12,7857161165,973,in,Reussie,2026-04-03,24.0,Agent,5205
TX0005206,AG15,+226 757 65 89 784,2437,in,OK,2026-04-03,61.0,USSD,5206
TX0005207,AG10,783 28 84 124,1470,in,REUSSI,2026-04-03,37.0,Agent,5207
TX0005208,AG06,7761259415,1428,out,ok,2026-04-03,14.0,Agent,5208
TX0005209,AG15,730 86 10 026,4047,out,Echouee,2026-04-03,40.0,Agent,5209
TX0005210,AG13,+226 743 11 68 344,1180,out,REUSSI,2026-04-03,12.0,Agent,5210
TX0005211,AG01,704 34 94 634,4072,out,ok,2026-04-03,41.0,USSD,5211
TX0005212,AG16,720 87 14 510,6568,in,OK,2026-04-03,164.0,Agent,5212
TX0005213,AG16,+226 753 96 05 861,10309,out,ok,2026-04-03,103.0,USSD,5213
TX0005214,AG06,7475122964,1000,in,echec,2026-04-03,25.0,Agent,5214
TX0005215,AG15,+226 759 52 55 913,3670,in,OK,2026-04-03,92.0,USSD,5215
TX0005216,AG11,768 82 43 487,6475,out,OK,2026-04-03,65.0,USSD,5216
TX0005217,AG05,+226 738 50 22 631,1483,out,Reussie,2026-04-03,15.0,USSD,5217
TX0005218,AG12,703 93 71 834,10892,out,Reussie,2026-04-03,109.0,Agent,5218
TX0005219,AG02,+226 772 66 70 843,1614,out,OK,2026-04-03,16.0,Agent,5219
TX0005220,AG18,+226 797 49 58 648,20862,out,Reussie,2026-04-03,209.0,USSD,5220
TX0005221,AG11,+226 720 58 74 111,4915,in,ok,2026-04-03,123.0,USSD,5221
TX0005222,AG09,772 78 60 342,35017,in,REUSSI,2026-04-04,875.0,USSD,5222
TX0005223,AG03,796 19 87 273,884,out,OK,2026-04-04,9.0,USSD,5223
TX0005224,AG01,708 19 97 725,6290,in,Echouee,2026-04-04,157.0,USSD,5224
TX0005225,AG15,765 61 40 844,2191,out,Echouee,2026-04-04,22.0,USSD,5225
TX0005226,AG17,+226 781 60 48 923,24130,in,ok,2026-04-04,603.0,USSD,5226
TX0005227,AG15,727 03 75 773,4774,in,Reussie,2026-04-04,119.0,USSD,5227
TX0005228,AG18,704 23 06 737,4114,in,Echouee,2026-04-04,103.0,Agent,5228
TX0005229,AG09,795 53 03 952,6981,in,Reussie,2026-04-04,175.0,USSD,5229
TX0005230,AG17,746 90 20 466,2845,out,Reussie,2026-04-04,28.0,USSD,5230
TX0005231,AG14,+226 739 01 76 525,1538,out,REUSSI,2026-04-04,15.0,Agent,5231
TX0005232,AG13,731 42 55 794,1666,in,Reussie,2026-04-04,42.0,USSD,5232
TX0005233,AG10,+226 743 20 54 374,3127,out,Reussie,2026-04-04,31.0,Agent,5233
TX0005234,AG13,771 05 84 503,1394,in,Echouee,2026-04-04,35.0,Agent,5234
TX0005235,AG05,758 44 09 232,13264,out,Reussie,2026-04-04,133.0,Agent,5235
TX0005236,AG14,+226 750 93 85 302,10601,out,Reussie,2026-04-04,106.0,Agent,5236
TX0005237,AG13,7711036465,1024,out,OK,2026-04-04,10.0,Agent,5237
TX0005238,AG16,7423250357,11887,out,Reussie,2026-04-04,119.0,Agent,5238
TX0005239,AG14,+226 701 08 40 822,5899,out,OK,2026-04-04,59.0,app,5239
TX0005240,AG12,766 91 43 219,1843,out,OK,2026-04-04,18.0,Agent,5240
TX0005241,AG07,+226 743 26 53 276,3617,in,Echouee,2026-04-04,90.0,Agent,5241
TX0005242,AG08,+226 723 16 22 997,2069,in,REUSSI,2026-04-04,52.0,USSD,5242
TX0005243,AG14,737 96 39 719,2267,in,echec,2026-04-04,57.0,Agent,5243
TX0005244,AG13,771 19 88 769,917,in,OK,2026-04-04,23.0,USSD,5244
TX0005245,AG02,+226 791 08 61 610,1041,in,REUSSI,2026-04-04,26.0,Agent,5245
TX0005246,AG03,758 95 05 546,3362,in,echec,2026-04-04,84.0,USSD,5246
TX0005247,AG02,725 81 45 575,263,in,REUSSI,2026-04-04,7.0,Agent,5247
TX0005248,AG16,+226 710 11 27 072,5658,out,OK,2026-04-04,57.0,USSD,5248
TX0005249,AG17,+226 796 53 58 850,1247,in,OK,2026-04-04,31.0,USSD,5249
TX0005250,AG09,715 51 37 198,3705,out,Reussie,2026-04-04,37.0,USSD,5250
TX0005251,AG04,749 98 27 194,3018,in,Echouee,2026-04-04,75.0,USSD,5251
TX0005252,AG08,736 02 50 592,374,in,echec,2026-04-04,9.0,Agent,5252
TX0005253,AG13,7685779626,2761,out,OK,2026-04-04,28.0,USSD,5253
TX0005254,AG02,7237151956,1970,in,OK,2026-04-04,49.0,USSD,5254
TX0005255,AG05,7325385423,1667,in,REUSSI,2026-04-04,42.0,USSD,5255
TX0005256,AG05,7976568635,2672,in,Reussie,2026-04-04,67.0,USSD,5256
TX0005257,AG12,+226 760 51 05 602,2206,out,Reussie,2026-04-04,22.0,Agent,5257
TX0005258,AG06,713 08 43 442,1241,in,Reussie,2026-04-04,31.0,USSD,5258
TX0005259,AG10,7211885267,9123,out,OK,2026-04-04,91.0,USSD,5259
TX0005260,AG11,7649198108,3869,out,OK,2026-04-04,39.0,USSD,5260
TX0005261,AG20,790 62 48 390,3521,in,REUSSI,2026-04-04,88.0,Agent,5261
TX0005262,AG12,7062870438,2106,in,Reussie,2026-04-05,53.0,Agent,5262
TX0005263,AG03,739 23 60 561,3001,in,REUSSI,2026-04-05,75.0,app,5263
TX0005264,AG08,704 34 12 657,2870,out,Reussie,2026-04-05,29.0,Agent,5264
TX0005265,AG10,728 17 91 704,9375,in,Reussie,2026-04-05,234.0,USSD,5265
TX0005266,AG18,786 56 13 658,1219,in,echec,2026-04-05,30.0,Agent,5266
TX0005267,AG04,+226 740 73 01 454,3049,out,OK,2026-04-05,30.0,Agent,5267
TX0005268,AG04,+226 799 63 31 099,4493,in,echec,2026-04-05,112.0,Agent,5268
TX0005269,AG13,+226 729 04 19 254,6047,out,OK,2026-04-05,60.0,USSD,5269
TX0005270,AG10,7100837004,8630,in,OK,2026-04-05,216.0,app,5270
TX0005271,AG01,+226 731 46 95 064,1066,in,Echouee,2026-04-05,27.0,app,5271
TX0005272,AG14,7649283067,383,in,ok,2026-04-06,10.0,USSD,5272
TX0005273,AG12,+226 728 23 89 880,396,in,ok,2026-04-06,10.0,Agent,5273
TX0005274,AG02,7550095690,5127,out,ok,2026-04-06,51.0,Agent,5274
TX0005275,AG08,778 27 81 420,3376,in,Reussie,2026-04-06,84.0,USSD,5275
TX0005276,AG02,761 56 37 776,7332,in,echec,2026-04-06,183.0,Agent,5276
TX0005277,AG06,+226 775 35 62 848,6510,in,ok,2026-04-06,163.0,Agent,5277
TX0005278,AG14,7465293368,4595,in,REUSSI,2026-04-06,115.0,Agent,5278
TX0005279,AG17,+226 756 59 79 611,14037,in,REUSSI,2026-04-06,351.0,Agent,5279
TX0005280,AG01,785 83 05 243,1702,out,REUSSI,2026-04-06,17.0,USSD,5280
TX0005281,AG14,799 69 41 452,1348,in,ok,2026-04-06,34.0,app,5281
TX0005282,AG15,767 23 34 957,5175,in,echec,2026-04-06,129.0,USSD,5282
TX0005283,AG15,7534750492,2793,out,ok,2026-04-06,28.0,Agent,5283
TX0005284,AG10,+226 790 54 36 737,8607,out,Echouee,2026-04-06,86.0,USSD,5284
TX0005285,AG19,+226 788 71 67 640,7211,in,ok,2026-04-06,180.0,USSD,5285
TX0005286,AG17,7687913257,3403,out,echec,2026-04-06,34.0,USSD,5286
TX0005287,AG05,+226 775 12 37 655,2509,in,ok,2026-04-06,63.0,app,5287
TX0005288,AG13,742 01 15 505,1740,in,Reussie,2026-04-06,44.0,Agent,5288
TX0005289,AG16,744 99 02 772,2580,in,Echouee,2026-04-06,64.0,USSD,5289
TX0005290,AG06,+226 756 00 50 481,562,in,Echouee,2026-04-06,14.0,USSD,5290
TX0005291,AG10,+226 709 33 02 547,5568,in,REUSSI,2026-04-06,139.0,USSD,5291
TX0005292,AG13,7686809120,1068,out,ok,2026-04-06,11.0,Agent,5292
TX0005293,AG11,+226 723 69 19 469,2882,in,ok,2026-04-06,72.0,USSD,5293
TX0005294,AG08,+226 785 38 76 187,382,in,REUSSI,2026-04-06,10.0,Agent,5294
TX0005295,AG19,+226 769 18 00 655,1140,out,REUSSI,2026-04-06,11.0,USSD,5295
TX0005296,AG07,+226 700 30 33 258,7086,in,ok,2026-04-06,177.0,USSD,5296
TX0005297,AG04,+226 710 45 01 632,6847,out,Echouee,2026-04-06,68.0,USSD,5297
TX0005298,AG07,736 00 75 039,4955,in,REUSSI,2026-04-06,124.0,USSD,5298
TX0005299,AG08,+226 778 13 95 089,5556,in,ok,2026-04-06,139.0,Agent,5299
TX0005300,AG18,744 37 43 395,2765,in,Reussie,2026-04-06,69.0,Agent,5300
TX0005301,AG10,7356402955,3175,in,echec,2026-04-06,79.0,Agent,5301
TX0005302,AG04,7024085470,744,in,REUSSI,2026-04-06,19.0,Agent,5302
TX0005303,AG18,760 76 92 888,9282,in,ok,2026-04-06,232.0,Agent,5303
TX0005304,AG09,+226 722 69 27 327,3201,in,ok,2026-04-06,80.0,Agent,5304
TX0005305,AG05,+226 713 49 70 893,1054,out,OK,2026-04-06,11.0,USSD,5305
TX0005306,AG16,+226 753 70 30 353,3574,in,REUSSI,2026-04-06,89.0,Agent,5306
TX0005307,AG01,+226 783 72 79 237,3500,in,echec,2026-04-06,88.0,USSD,5307
TX0005308,AG19,785 96 99 432,1832,out,ok,2026-04-06,18.0,USSD,5308
TX0005309,AG03,7059164002,1850,out,ok,2026-04-06,18.0,USSD,5309
TX0005310,AG12,796 24 93 802,6811,in,REUSSI,2026-04-06,170.0,app,5310
TX0005311,AG10,764 48 49 731,2804,out,ok,2026-04-06,28.0,USSD,5311
TX0005312,AG12,783 23 72 534,9062,in,REUSSI,2026-04-06,227.0,app,5312
TX0005313,AG13,755 92 76 874,207,in,REUSSI,2026-04-06,5.0,Agent,5313
TX0005314,AG03,+226 787 18 00 191,1910,out,OK,2026-04-06,19.0,Agent,5314
TX0005315,AG03,7948681724,1642,out,echec,2026-04-06,16.0,USSD,5315
TX0005316,AG14,7167082694,4910,out,OK,2026-04-06,49.0,Agent,5316
TX0005317,AG17,757 06 98 253,7395,out,REUSSI,2026-04-06,74.0,Agent,5317
TX0005318,AG06,+226 771 09 43 662,5747,out,Echouee,2026-04-06,57.0,USSD,5318
TX0005319,AG01,773 84 98 417,2868,out,echec,2026-04-06,29.0,Agent,5319
TX0005320,AG04,+226 776 02 87 743,3238,in,REUSSI,2026-04-06,81.0,USSD,5320
